gene_id	transcript_id	baseline_score	baseline_rank	n_windows	top_window_k	best_window_region_type	best_window_inferred_region_type	topk_CDS_fraction	topk_UTR_fraction	topk_ncRNA_fraction	topk_unknown_fraction	topk_inferred_CDS_fraction	topk_inferred_UTR_fraction	topk_inferred_ncRNA_fraction	topk_inferred_unknown_fraction	topk_self_complementarity_score_mean	topk_inverted_repeat_score_mean	topk_simple_repeat_score_mean	topk_simple_repeat_penalty_score_mean	topk_reverse_complement_4mer_density_mean	topk_reverse_complement_5mer_density_mean	topk_reverse_complement_6mer_density_mean	topk_paired_architecture_score_mean	topk_stem_like_score_mean	topk_paired_run_density_mean	topk_max_local_paired_mean_31nt_mean	topk_max_local_paired_mean_41nt_mean	topk_max_local_paired_mean_81nt_mean	topk_longest_high_paired_run_mean	max_paired_architecture_score	fraction_high_paired_architecture_windows
LOC_Os06g48030	LOC_Os06g48030.3	0.9984102333333332	1	91	3	unknown	3UTR	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.5133417327338042	0.5669415216375574	0.1342471989482452	0.1342471989482452	0.6480541455160744	0.4098639455782313	0.24273504273504276	0.3796822005517515	0.39364694486788615	0.37166666666666665	0.6522951843918009	0.6259408346036585	0.5691419687781315	7.333333333333333	0.3870803883135517	0.0
LOC_Os12g37480	LOC_Os12g37480.1	0.99835217	2	19	3	unknown	3UTR	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.8168136367314517	0.8406005505594579	0.11320090499699915	0.11320090499699915	0.8477157360406092	0.7125850340136054	0.5931623931623932	0.7360629907282855	0.8614572871603619	0.7200000000000001	0.9834666918682798	0.9643718614810854	0.9013791663165934	36.666666666666664	0.7562888567154982	1.0
LOC_Os12g08550	LOC_Os12g08550.1	0.9978808466666664	3	96	3	unknown	3UTR	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.6369864892344951	0.7075245836485866	0.09714874762967722	0.09714874762967722	0.7732656514382402	0.5731292517006803	0.38974358974358975	0.49302813453933586	0.529657759420917	0.5299999999999999	0.7954261533675654	0.7756399449294177	0.7019749786628126	11.333333333333334	0.5223143972614547	0.0
LOC_Os04g25490	LOC_Os04g25490.1	0.9977169866666667	4	35	3	unknown	3UTR	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.7070692450798809	0.7475517165570346	0.09671165780828883	0.09671165780828883	0.7648054145516076	0.5901360544217688	0.3641025641025641	0.4941175192477186	0.5290466154558549	0.5466666666666667	0.8231700979253298	0.7654731797008979	0.6931124135790538	11.0	0.5602736626864437	0.0
LOC_Os03g22670	LOC_Os03g22670.1	0.99770768	5	85	3	unknown	3UTR	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.5764674642182498	0.6745585184339112	0.09280395345364696	0.09280395345364696	0.6852791878172589	0.4931972789115646	0.317948717948718	0.4237118882876068	0.44922404786758624	0.44166666666666665	0.7061177825415005	0.6810054769360923	0.6040159436900919	9.0	0.4597538153862777	0.0
LOC_Os03g55230	LOC_Os03g55230.1	0.99759231	6	30	3	unknown	3UTR	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.6182122935809181	0.7102457479300602	0.0983858171353964	0.0983858171353964	0.8104906937394247	0.5799319727891156	0.4068376068376069	0.5208370329814865	0.5606461915737245	0.515	0.8687697174728558	0.7752719080545069	0.6895379247488799	15.666666666666666	0.5700254837154937	0.0
LOC_Os03g44835	LOC_Os03g44835.1	0.9971847533333332	7	106	3	unknown	5UTR	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.5684438150295051	0.6047489730418181	0.09654200876913517	0.09654200876913517	0.7225042301184432	0.46768707482993194	0.23760683760683757	0.43811928148080775	0.45546935924023474	0.40166666666666667	0.7408991500895511	0.7230747443873708	0.6538316202752384	9.666666666666666	0.4921128049169304	0.0
LOC_Os12g01355	LOC_Os12g01355.1	0.9971580133333332	8	61	3	unknown	3UTR	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.6091194184619372	0.6481636978349572	0.09738042301563136	0.09738042301563136	0.781725888324873	0.5221088435374149	0.3316239316239316	0.4153936086568972	0.4350160080824441	0.37000000000000005	0.6977276545698925	0.6683813575806656	0.5935060948501398	10.666666666666666	0.5291874085875	0.0
LOC_Os07g36080	LOC_Os07g36080.2	0.9971264966666666	9	55	3	unknown	3UTR	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.6602289554307926	0.6884905460914647	0.11027955007753659	0.11027955007753659	0.7563451776649747	0.554421768707483	0.34358974358974353	0.3875389199087462	0.40531644465154426	0.32	0.666406637237918	0.6542826672879661	0.5931445156595834	9.666666666666666	0.4272942004295686	0.0
LOC_Os02g16995	LOC_Os02g16995.1	0.9966472566666668	10	21	3	unknown	3UTR	0.3333333333333333	0.0	0.0	0.6666666666666666	0.0	1.0	0.0	0.0	0.6353460793574403	0.7094109314166119	0.06543085468014982	0.06543085468014982	0.7563451776649747	0.5527210884353742	0.35042735042735046	0.585254449094443	0.642173923050485	0.6149999999999999	0.8849937441528484	0.8698551024847884	0.8103807821195312	17.666666666666668	0.5999065839248846	0.0
